address,btc balance
329koRvovTyNnd4ADrpR2uJHzXxfvKxta5,60.82075978
39y1eJxxzCsTavkxxyjfBe1p1foghnADCG,3.84999638
1Kr6QSydW9bFQG1mXiPNNu6WpJGmUa9i1g,58.40601086
1LW5iWaQAtegrKFQC14pJcdQN89W42hUxX,13.79684279
15KLPo7uv1EcN4LgNCY21VLtTvn2tE4M3t,18.84343031
3JzvEy64J63pDv7KjyKsVzupMgKcwdgQU4,8.82144061
33A1F2mUDajW7VTWxoqtBatAaRvdohFNKc,1411.88138379
1Q1ZbfARY8bitoUMEAQQYz5Uk9rhK93WuX,6.43833485
1HjSEm71Kqt31Va9JhJk2SvztwotZkQJFN,4.92356625
3ERBRAntdU4SJdDZoHJSyKk7MvZyTJjzNn,3.37488852
13GHhfLPN8tSL4NxTwFeCA3sx9ZnM4M8Vj,5.71881937
1GAa4etddd5vYiFP88cco9mJYM9GS1hsS7,16.9793
36p1iTj5sBzAYpV25e1vLe9Y77gwLFGv76,1.66619069
3HgkEfDdArLxsoWx7MZ59XKXHHRs94Qnzh,3.77513229
1CE8TcwiEafHibgkcukRdQzLwkwBhFbEwV,3.48545778
1JvZvFt1yFH4MfVDeHyS4y8A8RuhQ7GeS6,3.95952144
3K2jQBc42RRtrtg41d1Fdvyxroh8Udwoym,1.19447366
1NGLqAv323tPLnkdFq2cPff5mw52Axvzyr,14.841481
3FrsGqiSizhc8FSqnedsWaiVhrn4WGR9yP,1.37889274
3GaGnDtRcgYL1E7C2hJKXsFThj8RTua5ad,26.88853126
13XvRr9VZqNSZRkYuKGX3P5ojAir2BWvH3,11.40150036
1FMfKo3ArFcuaFHXw5zmgYCeLpqefVQdg8,9.2367305
1JD9oz313BGNywicadrZ1v76e3h6H8EUfb,3.02376926
37KraSRNCg3zBvaRs2QQUsbF6yuie7zWaj,1.72174152
15acUFK4MwHcaZNuf2bYY6hqqcHaJEuucP,16.68352
3756ZEaiT1sZickR8inNzkRZER2UmWJiwL,2.07447425
1HyuvJtB1EPLYk1tNW5c2DoJLuZwcaZ7Ev,1.50821244
3QcTP6k6zHWRxcnorbm1bkphbY5b5xn6yX,2
3Hxi98UjVnxtjktGK9ahBNu9T8KSFap4Y3,17.70919536
1N52wHoVR79PMDishab2XmRHsbekCdGquK,1600.06381989
32xa6raK7CtUb8fPbFHux9vQKZ7DqNLYb3,4.43909323
1F4Vq7nzvoWqz1ba1YUfuzsVZX6QuS41TJ,3.2377755
12a1EBs8bFuSC9FCi7GNcaNLebgQrxdq8d,8.74550093
13mEhfrNY1MNLqPrdkekzZUC1boXY3xHNE,6.99328996
1K6XncwqqGxtUtSmTbnscKySvw9ZFo6SNS,2.15101418
1AV4hvzHLk1BxHurtzEHtcATapRD1FHGZy,1.62592078
13LTcKvpCnuFRnqu8raAWEa388EWXAVSoZ,3.97565101
13X9AYfprs31AfRtsNn72ZZMxGkpQU4ENE,1.93992724
32mfEJYi63dyBj7xg8nPzSKFrSJcuo6Q8y,6.67798988
15XRCxvV2ae5Hv4gjAAVxtYLextF1u9ADK,59.10115637
196EzsCGgxygmFmVr3dUrhtt8sTiNty7Lp,3.08039509
39ZEaLMDxWi5EWx9cQ2W3ixDP8rWHhz8GY,18.38461516
379H4wDy7vzsPoQcJKXC9K6k8bWUF9ySbR,220.78880719
3DdBZ734DjaqBf29PvjxWv9mvU6VaQEs8H,95.5838239
3479gSjwpQXmw2PtuDqyTRqLk5b8e1KLJi,6.10863904
33vAxT9j2Kia33Ej7pFzWU2r6vdP8wpZKg,2.71925706
1E86XykHcJqzNy8nDqpePQqGVAJw5WRDTC,4.9939636
19FMiFMizw1sECmcEix1F8iADUUYYGUnwL,1.82082038
3NrTf9Q2amgZLkESJzvCF5enRdjwQNwFvb,50
3GQnpy6PSfobdbE5kchWiAuoLJu4SSHHuL,2.62244303
1NVjGDZtEEvPQFHLfbXXtVnECuXPqmCnJL,4.88781153
38ENmTr2AD1avJrmmi9iM7PfS6nZVmuMKf,42.55555402
1LpzDEQX2NdDAkiCE5NUhTqiGTR9RrGdP4,7.34677151
39m6VYN2KLgTqKrCdqaX5U9aY3Pvc2FEEY,2.54440644
1GG8TxCTSYVvECDuazx9achYga7g5dLRZD,3.86083334
3BoXVFEsLhG7N4JuGLQW3QXSKrfXsEyfS7,3.81416517
1HVaJYe6Ao1cukTGGbNXcNvCJRF9CwqykJ,4.32819278
16mxsZGb6mm6n22AV6fd2iwhV2Kzqdke4b,1.339811
388Ezmn72jTx6PSCgp1WCuXvJ5L8L2G95R,2.5625192
1Po88ALhB8aDvvLM7n1QqZt2J48t2BbMKT,41.58195359
1CK6KHY6MHgYvmRQ4PAafKYDrg1ejbH1cE,114.07893494
1B7o3bJ7rxybggeVw5VA1PGCBVQzcKjep9,1.18755204
1CXYtCEwYSnwJiowxxUp8szAst4AmKcHD5,5.91244864
3QokXhzCzmgBXE8uo15NBYG1Yc6j1s66kP,6.20795086
1AjrV2AgokyA6gw2e419VKFBZe8KWeHqsm,1.28479053
1GAukT9xRxahkcjdRXDKaYckBroeWDgn9M,4.648843
3PttW2xqWU3BUeRkeUpK1snvpuyb8mKkP9,128.00346364
1Q2xJAn9sPhKYN3ocvwTSo63aHkptQFYWE,1.42132056
16fEu387WCR5yoKCJXgzM7DA69bZr81JQg,1.59055826
3G5hBoSmASwMR1aK7SfVaR7hXr1nZPgUBe,6.88151618
3JM9mAN3HtHwHxHAUwDr9w9JhgsEur6uR3,148.43863305
1BmVBA3k31EBnyULuSqR4baGDcc3s3krLq,10.5465797
3PWk9Mx62h4LzwWDxtsoPnEWhqW7hejzoT,53.03702369
1Ptv5qNTg6bpoMrH8zKqpiSA62jC3i76Nr,451.8225152
1NFAXhzu4dkMj7JfNWvho4YDkpWRcAPRMC,2.05722503
15rYz8DZcP341YemtGVjpC9wYoe5HuKy8a,1.28585078
3CQGbV6he7iyRCijd61vz7P2ScxxUCiYn1,16.40848115
3DGxAYYUA61WrrdbBac8Ra9eA9peAQwTJF,3820.2801539
1Cc1SUhZkqbmtBsCq1Ytz16NWSmU1Lq9tY,8.56968748
1GCT9ioy8Y673vgNHqDLgn4MGLHxcpAkP7,18.6978046
3JwN55s6RRnCyG2QJ8Pvo6C5vwSZT8Tnt3,5
3CfHdAMjo1EaVCoVJtRhu68qAzWdSopYyx,6.06245547
3BAneLYz9DNokjqdCtrXV7fBou7AWXEhyX,175.00978578
1gzm7L4GNbNDUkfWZxQJdZt6b7tjoWzRb,55.43713499
17A16QmavnUfCW11DAApiJxp7ARnxN5pGX,3105.26771876
1Fh4TsufzjqvnbuNsNBNKkHyaVFMwfzMcZ,3.00739907
197Jjpk77vPsNdCgEauozSQrNCmxiRqcUL,4.14599995
3JjPf13Rd8g6WAyvg8yiPnrsdjJt1NP4FC,104.31938703
1KLuxEHj9wNxCvK2sG88XEabhLGa5SjRv2,2.41206339
1Jekm8ZswQmDhLFMp9cuYb1Kcq26riFp6m,917.71907509
121B353mJHQ8QHnzMpdyubeoiK7fFfUdeL,3.86789356
3Bj2jVXAdkdCiPgnGuqxjhQEdZAVDo3hdf,8.40947049
17eDxeFY3bA2KLwHvPX7VHJthndxHGNzVj,2.07466597
3B5t7UWMwsdLMjHqjvnnYHhXRTs1jm2Knn,1862.94312468
115md8GZ5S8CmvUj8a8cW58YcKvv2SekYf,17.74827734
16uwQNXSQfCAEH9PokmDs9SkDygvdtuSV5,2.987129
3E5NsFYg9H64TSB9MroJCCZJG7dJ179Yge,992.75728026
1DrBLyKzZoKPASoMRfsWgokuTJFJYh88v6,1.21185536
1DqsaTNSM1NdX1EC5HmCuDMvMckxeY9Lfv,1.86765648
3JXRVxhrk2o9f4w3cQchBLwUeegJBj6BEp,1370.29865007
3ABE4BZkwv2ubYYGhUtNxL57gMwenUEuNW,4.5838501
14mUZ6YiCBEKW6UAeBcSC6qiSnp2unJ1Pg,1.57949496
1DVmXMfRfoU2f4FBfjXXHk91q7GBorrHYz,1.02634086
33NZVMEpS5AE6dFnFcyFRNE6UbhBmSLRBU,239.11279408
3MXWKnt6CRXRHcVm2fyLq4SdG2FQpDPUux,3.79917624
3GfWyoYqUYPCQBtCN7UvzRF1QPKQExL79V,4.08106694
3Fa6gDdmGLThLGRtJVg6CVMkoEp26gC2Dk,10.38150798
16Cn9u31P3NEi76MS7BExn24XEdabcotmT,30.66866343
14ptAiypgEDFc68DsjG5HybfsqE87C96nc,46.9327232
37biYvTEcBVMoR1NGkPTGvHUuLTrzcLpiv,31.46154871
1A7tWftaGHohhGcJMVkkm4zAYnF53KjRnU,6.96662033
367f4YWz1VCFaqBqwbTrzwi2b1h2U3w1AF,1667.60799758
1U81JRUEFiRwk6cyatedV9ETDxtbXMP9J,128.11729434
1BpHgMzyNkXd8jpdiHrizfvuyvqyGqYcCq,1.41927773
1G47mSr3oANXMafVrR8UC4pzV7FEAzo3r9,720.77081342
3JoKDdZM7oQNW8NW5EcX8PMjaXinkZPTcm,1.1
11eeMB2tSGbdB9PjwUe9ioBvrMGzWRfRJ,1.0776811
35Kox2DFLZC6NgM5fV2ZmPmkjpNkEmPBhv,2.5
3KcGy22oHEVKK6XeQXn6RafTr6vCWcZx8c,1.51984734
1Jev1aeSS3CiZT4SQxDb16Y5Xo9SLBkmE2,1.62487264
17kb7c9ndg7ioSuzMWEHWECdEVUegNkcGc,203.99879535
1887KdfrK6YCMVT8rToGoJsLzkgrJf78to,20.39923822
3H4y6njsfr6BoviT6gLkAdRRf31VgjsYtH,2.20031286
1N4VEJxFHHZdqd2DtmetVPaq8dNbMeNxNL,1.88678631
18k1sLvfFoMcXosC4ot5stpwHmH6jomr8m,2.05623782
3PEbWkVgwoqEtQEXqqwTZYQmUsM9ztqz86,46.74870857
18dTK23Xb8Qbn1nvao6rwzWhhCBXEwtvsj,1.05392819
1FKD77RRgYAsVdVTyUjWu97F9YdiwkZsKo,1.14193933
1Hd1DNDExdBWr41pBohSDcA1JjAHfEf9aQ,17.51016605
1C5HP9dKdKd6VVq2hujHnH6QF5tPxj1y5t,2.91422653
1234PGLEJcGeTWvBw9HBj37qMCxMskeHtM,1.58614046
1LSGZx6oYjcgS1ryzh3pR7YXYDezHx98t7,1.57448616
37Z6neB2wDC3hsPDHLy2n2kFahNNU3eos8,6.01080089
3Qf4e6MMSnteTVE1xuMr5y5Mdimh7Ghqsy,1.85002213
18KLSg3xK7WPztEdjw59qExLomWNoY2Z4N,2.18988874
1EFk3FuaiKJLy9Rz5UsfsDaRivcGfwMm57,1.72059353
1CH2JsgrMXmXUZWokyekHPZq4dYmeNBQjv,2.20145484
1EMkApUCCFFSWp161JaziHjn4zUkVZdhs7,2.20326584
1Eg8eYfmVoAbkqAV4TYeQeKwm2CAxUxdSw,17.82763346
3Q7zshSCQgVxsbJLs39dtwEhvSXphCgya9,1.096015
12cgpFdJViXbwHbhrA3TuW1EGnL25Zqc3P,11.29198897
1DhKh8DF1MrEaPo9eC67quEQzWQuJGwEbp,1.81638753
1He9X7y9bNY6NhXU4cu9AFTsayMv5RVtHB,2.00013624
1L8Q9hZL5rpqYtvBVgP1EmQMXnHB7QR7ba,8.05444068
3KoRHDx4xcrzbG9WPmhTeFwNx4DFPtcLny,14.48372373
19RFYPnNCAeAvLhHEyNTsnJhKw6oLPEUjP,2.4100642
19AtrEvJv7UY75tvWkXMxLUAYibxpZhFfN,2.07956839
16iFauDohUDjvVK22EubKYetwcVaqsFmj2,1.6526212
1CFFsWFdxYBgZzRXD9noo9mrgsuyK2JQFY,30.95927645
1CwJYpvmGAWYV9rqQeibMGcUnzNQMFwSFx,14.50124166
3Ld9ZzTLJ7iX6smhJY6AmqeZnr843pBw3c,30.21995587
3DyQDpzfUnb8xqXyKwKDd6VjH6G3BRKS5c,201.17036016
1LpDxrCGtbb85s53es28p3nkFPLCvb7Pa5,149.47203575
3EQMS3WcBfx28UBNYfEAta3cLaDB9K8kGt,1.47672755
1KNvAhqVPdhQmpojenMJMZjgpZuaewGnjy,24.07319196
1Q7RMJYEHT8KDRAAPK876Y5xB9fMgeHh6o,8.88192112
12mUMAuhQwQUL3hV1FQmec2uK7NZUiPQ2V,9.27765942
3HoZttNTaSbZ26czBMPcgJPFtc3BJYeMQ5,112.76211146
114PWrPFE8kMyrXW3jYFMZM83f7RC2Y7zb,7.32830822
1FrKMyvm8TNrAstyktQpyn5XLtq1q1c25H,1.4430963
1FoWyxwPXuj4C6abqwhjDWdz6D4PZgYRjA,7.7293361
3M92sq9ssFaNbEwF47uteVKJsbw125juS7,113.04771973
1Byon3tCq5GQYVGGdjXH4FgUQuX3zvRAWF,816.92847457
3Cx7eMnrsoDNVEnFxjfLLRBi63suMqoUbb,1.78947592
39EKjvDK6UEkpaBcLVbBen1M4dhh2iE9Lq,4.59530982
1BCEtYsVj9vYEBCWMCNVAPEJoPwVuQwit,2666.73037834
151t2w3AARQsSCJD4sPB1k5N47fGKHxP6M,12.32006245
1Fo4jzCMeMNH2ucgFt9pnV5ngmWktq86pr,1.4841971
16vc3EBXUuZfKUCUkYMK9W3dzTd2btkcJ3,1.00207378
3Jp3g512YmmQ5WuZna6vMxLfUNQxMhTzgC,43.10173546
352eUtF75xYxX6vfgQjQysYTynfQuVdogt,5.15986745
15SjqPRr9rWc9gndSdGBLgpP1UfNaHMq8a,2.18600207
19VAzsu5GfFohamy7gYA3DvSDHDrVYcj5B,4.78083939
3Huxnk1vCYs7WyfJh3ns3XbLtMVAFhBaWQ,5.53294143
1FZEeWJxykwZVLGSQvoSYZHWh8AHWh1Q7,1.11818327
3HReuWxTSfRwfc13zMB7K737WfxYsH6avx,14.79504214
16uBDZir9wxW7C3TUBzLKuR8bRL3RJtB3E,1.2405263
1zgmvYi5x1wy3hUh7AjKgpcVgpA8Lj9FA,1074.25321087
1E8eBA6JGBCmGCacvcf5YhciMdwMxKWzSS,7.47291728
1KZnmbWZVuH48BS23gQrFcB2ydQundjoxq,7.42838839
1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,18.95647323
1DKhLkHYDkC7HffpKAEDC9uWr2Vbq5C2u8,1.59855035
12eiGraXF2T63vs2EQAKCrWE97efk9tUzx,5.07134726
1CM3mUiQvgoA5JK3Rhg5ZW2B2ZYCf8Ht4W,34.935749
1NKK5NzLsLZoznha4WXxGkWkJpDx6QxkQc,10.27865553
3HA1qyq6qLZsFq427vrqWrMczmsNCZnwyg,69.4193016
186ZwcQD3rxA9UitVXtU1HC4TTUMaPKDj,1.19475921
1CEH86Gvwn6XRFXN3Wa7kVeHNjHKfKgbXd,2.74783574
12Si9nnAA2F4zK91WHoMANfsDHvwy12bvv,13.18026276
16DXiZx3SXgesDmnjZD2nLJ2oKbMYKJdxs,2.33703927
1GD3NArUKKzXwNCz4naebFrn9JndLouLTU,5.83020404
1LXBA1ksUYJiAsvXNaW9FiAw6nzM9t4Gwr,1.07552133
1ENmZutjfHdkKh3frkVuNwF2sfygRbFTPU,13.80270002
399JnCkrg86o39S2pcPQNQKKiaWuHXhxLV,2.4787567
3Q4v6gV3NLyAKpPXF935MZ6Nw341VAk4eF,85.15632116
19DEGJYe5McyxRA4zRDJC5hgDAKgAsdTiY,2.94356903
3MJhbYXe14SA4sHkQ4squnfTjuARWnHaVy,7.825944
3KBxZksiJzCiuVRPFfkTzY2HTaC4fnyEXG,7.196297
3QQcc2L9GqtRopJgSUgV5ddSkpMRjF1rhD,9.993258
3MAH6SFC23EKRYa35HrCnZzzBWmPEP3v74,2.08008
3DQxjxeMwX9sM7kQKrMVdBZvX5trbKJ5qe,7.123705
375tqUig1Xci8MYfhD4W5E8cYEHZNxrioA,5.334396
3CcF942kYVRotGrfYQxD4QNn4aKVywpRxb,22.73463262
18i2S8UkktAberzi3Mm7A3eN6eVqtC3yxM,13.88375885
1KD1VKtjtJKM4fhoaxAvbnnY3FMShZtMng,7.34336308
1HcPKtf4d7Mv3T6fWv3NAJrDqWjtS6GW7V,2.20774829
1AMrGQJJQ52i3JcLMQTAoyWVLuSNXXWEKr,4.12259031
3FxUA8godrRmxgUaPv71b3XCUxcoCLtUx2,1.15762835
378E5HP7SGcW6XvriEirgvNUF54G79mftB,168.75813502
1Nz8FiDEftLGWTepJrGoANLppN7RaY1u1W,1.09164134
1Kw6WjuzD679qZXPSq2UxozjNcmWAEnwEG,5.05715128
14qJHZGQ4rAS8bUaPChDsSnrWw4HqH2JJV,3.47412484
1JbxaiHMohm8BhNoiDonvsjdACs2PbgvDQ,95.28898569
1DjvcHuBxfoKGzb2eb9ooXQxWMxKPjFxUB,14.77410457
1JaFz7ogfxX2ts3vguThwhHgubC7zidPmM,2.14995224
1TdBTtqiQchEHRqD1DHB4uWtNsW2oqxqk,2.720671
3G7MpS5nvypweHifSX3FeTUXN4wEVnDhZS,5.12297875
1G5v8Tsix8kHNAEBmWp7ZKfbUgryV1xGK6,6.09147956
1DUb2YYbQA1jjaNYzVXLZ7ZioEhLXtbUru,51.50551488
1BYm9uXRberHQfxyfXkjGJ7g8v64LwDVz9,2.99873698
1MaSfGYpcJmndJ7zwwz3AquxS9a89E3Xyo,6.06719973
1L67Q4TzHvescg8Vv2giCRxrPcw7ZbU3zX,5.31335169
38XpaygB2pDDJD8fje6nMwTujzaGtgNnUd,24.98411845
14unVY2hXbbzGdxkGRidzi3cVegeBDykS4,13.64932306
3HqH1qGAqNWPpbrvyGjnRxNEjcUKD4e6ea,126.75464284
1DHLaqGsiT3Qmj7tMkXLb9uLdCRrcFnNtk,1.89108798
1G8DFkLJ1GtFf3uvzgyRH16GhG3bPDcKug,5.33272862
3BnMjtd6SasrXh7NTcPLqf5Yj8CXtATpv2,3.81726634
1EfGpn8GcMJR6wBMyUkCfAyYLncqCigwqZ,12.09732785
1HfiugjZaBwyHdUuLY9xtjTfXixYqdvtB5,1.22798624
3Goaku8Mt1FxryLty9TAVpJgmRcxbH5cLS,4.71950082
16cCbDwh2fzowTUEXumYtaac49uXBZL6b8,36.00651745
3CQb5AFQXRLNpwkEeNPSLgF46mWbWNoF6h,1.06535015
3EGSrSQWRiD5VtufTN1ifBV9gftCaeLpCq,2.1
3DGxAYYUA61WrrdbBac8Ra9eA9peAQwTJF,3815.67154308
3E5NsFYg9H64TSB9MroJCCZJG7dJ179Yge,974.70666793
15FKuPPqMdsFBXeSfT58UyuRjssxummkyo,3.26479927
3479gSjwpQXmw2PtuDqyTRqLk5b8e1KLJi,6.48693391
14ptAiypgEDFc68DsjG5HybfsqE87C96nc,46.61181118
1FoWyxwPXuj4C6abqwhjDWdz6D4PZgYRjA,7.72875693
3FDVEPpGhv13fUi3Jg3zAfSqDdnpUqXDwB,2.65031574
3JXRVxhrk2o9f4w3cQchBLwUeegJBj6BEp,1359.62432258
1HckjUpRGcrrRAtFaaCAUaGjsPx9oYmLaZ,713.81630226
37eYnoB7RyQKPxKcEati8A2kXt6oeYkMgQ,2.14953
1Dowqie5rAFbSGSwwGu2uYACVaE8ET4kbW,3.38773653
399ovDLkWB46Uuf21TLq94wQ9bD4sBxHGr,125
1G7jiV9bcjKSVxqUNuC3dSMKM5FjsaB3Wj,3.46524362
16uwQNXSQfCAEH9PokmDs9SkDygvdtuSV5,2.98146064
35VT9wRVHQzndnh4ENQtQhXkxZMooZaU6j,3.53448941
3PEbWkVgwoqEtQEXqqwTZYQmUsM9ztqz86,26.35184552
1PTeEUpofUTeXDwKtJMo2YKwVKsKRjtPya,8.94670236
35f7MArLwrXwfBboZQ6iZ8rTzccQQATQze,1.03408688
14mUZ6YiCBEKW6UAeBcSC6qiSnp2unJ1Pg,1.10832329
1JVMd6sGviadvcjkkN6p99bRKu3QNMV7Ru,1.42406722
3PttW2xqWU3BUeRkeUpK1snvpuyb8mKkP9,119.87470212
1G47mSr3oANXMafVrR8UC4pzV7FEAzo3r9,674.57788854
39VgGLvtWE8FnTYHYoUxDHFWyWZntJ5KGe,438.53696131
3Bj2jVXAdkdCiPgnGuqxjhQEdZAVDo3hdf,4.95301417
1EoomiuzgL13XK5NuqHR8GMcGsnkZggVie,1.3856264
17kb7c9ndg7ioSuzMWEHWECdEVUegNkcGc,204.04771387
17eDxeFY3bA2KLwHvPX7VHJthndxHGNzVj,1.82536294
3LBc9ndCoBfSKrThaV9QFR9kWHAwDv9fZf,6.86433721
3756ZEaiT1sZickR8inNzkRZER2UmWJiwL,6.12570045
3HRZjedwF2AJejNTtgznWnas4E6froNP5r,7.11391999
1Ptv5qNTg6bpoMrH8zKqpiSA62jC3i76Nr,450.67150883
3G5BmwyvUMp9dUyGSLZwjw2HagpaHmV5rn,13.12224183
1EXCvCuXJr5EBFf9oSZU1SvztpE416GAJW,100.37394869
39EKjvDK6UEkpaBcLVbBen1M4dhh2iE9Lq,4.53510382
1HgcjDJEwe6KBTnEoXURL6UNscdpw9Vehm,10.31212167
1Po88ALhB8aDvvLM7n1QqZt2J48t2BbMKT,39.88015011
18g2T3U4zGqVLT56cqn8fgz5AUv4DovFaJ,1.69902496
1KYiKJEfdJtap9QX2v9BXJMpz2SfU4pgZw,97.85626737
1Cc1SUhZkqbmtBsCq1Ytz16NWSmU1Lq9tY,8.56959548
17aenVozJaE3Q3xoYHTiPiuMA87x6KTgcm,22.75860653
3EyCZLb3DMgL1T4D52VVqA4jUDDacnHkYW,4.52941176
1E9Tk3eME1yQCoysmhCc9KeMenE64dqHME,20.19351489
17A16QmavnUfCW11DAApiJxp7ARnxN5pGX,3091.06266186
39ZEaLMDxWi5EWx9cQ2W3ixDP8rWHhz8GY,18.38520506
3DdBZ734DjaqBf29PvjxWv9mvU6VaQEs8H,96.8257002
